Cohort Year,Local School System,School,High School Graduates,Enrollment,% of High School Graduates Enrolled,College Degree by 25,% of Enrollees with College Degree by 25,No College Degree by 25,% of Enrollees with No College Degree by 25, Median Quarterly Wages at 25 for High School Grads , Median Quarterly Wages at 25 for College Enrollees , Median Quarterly Wages at 25 with a College Degree , Median Quarterly Wages at 25 with No College Degree , Living Wage LLS/ County ,,,,,,,,
2015-16,Somerset,WASHINGTON HIGH SCHOOL,87,30,35%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Somerset,WASHINGTON HIGH SCHOOL,93,38,41%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Somerset,WASHINGTON HIGH SCHOOL,92,35,38%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Somerset,WASHINGTON HIGH SCHOOL,90,32,36%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Somerset,WASHINGTON HIGH SCHOOL,78,16,21%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,St. Mary's,CHOPTICON HIGH,366,132,36%,85,64%,47,36%," $9,009 "," $10,444 "," $12,023 "," $8,581 "," $7,429 ",,,,,,,,
2008-09,St. Mary's,CHOPTICON HIGH,342,135,40%,86,64%,49,36%," $9,257 "," $10,833 "," $11,371 "," $8,243 "," $7,492 ",,,,,,,,
2009-10,St. Mary's,CHOPTICON HIGH,365,128,35%,83,65%,45,35%," $8,932 "," $8,772 "," $9,424 "," $7,593 "," $7,671 ",,,,,,,,
2010-11,St. Mary's,CHOPTICON HIGH,340,136,40%,94,69%,42,31%," $8,893 "," $9,843 "," $10,345 "," $9,187 "," $7,852 ",,,,,,,,
2011-12,St. Mary's,CHOPTICON HIGH,390,159,41%,102,64%,57,36%," $9,322 "," $10,629 "," $11,858 "," $7,030 "," $7,998 ",,,,,,,,
2012-13,St. Mary's,CHOPTICON HIGH,348,127,37%,81,64%,46,36%," $10,764 "," $11,057 "," $12,891 "," $9,573 "," $8,121 ",,,,,,,,
2013-14,St. Mary's,CHOPTICON HIGH,365,127,35%,93,73%,34,27%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,St. Mary's,CHOPTICON HIGH,393,138,35%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,St. Mary's,CHOPTICON HIGH,380,167,44%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,St. Mary's,CHOPTICON HIGH,415,157,38%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,St. Mary's,CHOPTICON HIGH,361,152,42%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,St. Mary's,CHOPTICON HIGH,399,155,39%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,St. Mary's,CHOPTICON HIGH,372,125,34%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,St. Mary's,GREAT MILLS HIGH,310,95,31%,56,59%,39,41%," $6,671 "," $7,943 "," $9,474 "," $6,184 "," $7,429 ",,,,,,,,
2008-09,St. Mary's,GREAT MILLS HIGH,284,101,36%,66,65%,35,35%," $8,415 "," $8,993 "," $10,702 "," $6,753 "," $7,492 ",,,,,,,,
2009-10,St. Mary's,GREAT MILLS HIGH,365,141,39%,77,55%,64,45%," $7,463 "," $7,959 "," $10,663 "," $6,647 "," $7,671 ",,,,,,,,
2010-11,St. Mary's,GREAT MILLS HIGH,352,126,36%,78,62%,48,38%," $7,215 "," $8,320 "," $8,227 "," $8,861 "," $7,852 ",,,,,,,,
2011-12,St. Mary's,GREAT MILLS HIGH,378,120,32%,79,66%,41,34%," $6,876 "," $11,121 "," $12,399 "," $6,475 "," $7,998 ",,,,,,,,
2012-13,St. Mary's,GREAT MILLS HIGH,353,101,29%,75,74%,26,26%," $7,625 "," $9,675 "," $10,097 ", * ," $8,121 ",,,,,,,,
2013-14,St. Mary's,GREAT MILLS HIGH,405,148,37%,94,64%,54,37%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,St. Mary's,GREAT MILLS HIGH,388,129,33%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,St. Mary's,GREAT MILLS HIGH,350,129,37%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,St. Mary's,GREAT MILLS HIGH,344,110,32%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,St. Mary's,GREAT MILLS HIGH,355,121,34%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,St. Mary's,GREAT MILLS HIGH,412,139,34%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,St. Mary's,GREAT MILLS HIGH,343,109,32%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,St. Mary's,LEONARDTOWN HIGH,454,247,54%,161,65%,86,35%," $8,680 "," $10,762 "," $12,421 "," $7,922 "," $7,429 ",,,,,,,,
2008-09,St. Mary's,LEONARDTOWN HIGH,477,243,51%,171,70%,72,30%," $9,317 "," $10,168 "," $10,899 "," $7,440 "," $7,492 ",,,,,,,,
2009-10,St. Mary's,LEONARDTOWN HIGH,405,192,47%,137,71%,55,29%," $9,666 "," $10,260 "," $11,468 "," $7,965 "," $7,671 ",,,,,,,,
2010-11,St. Mary's,LEONARDTOWN HIGH,437,229,52%,179,78%,50,22%," $10,987 "," $12,359 "," $13,697 "," $7,566 "," $7,852 ",,,,,,,,
2011-12,St. Mary's,LEONARDTOWN HIGH,484,244,50%,192,79%,52,21%," $9,644 "," $11,495 "," $13,092 "," $7,623 "," $7,998 ",,,,,,,,
2012-13,St. Mary's,LEONARDTOWN HIGH,466,219,47%,178,81%,41,19%," $10,848 "," $11,773 "," $12,463 "," $8,432 "," $8,121 ",,,,,,,,
2013-14,St. Mary's,LEONARDTOWN HIGH,459,241,53%,186,77%,55,23%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,St. Mary's,LEONARDTOWN HIGH,480,224,47%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,St. Mary's,LEONARDTOWN HIGH,419,220,53%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,St. Mary's,LEONARDTOWN HIGH,432,211,49%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,St. Mary's,LEONARDTOWN HIGH,450,251,56%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,St. Mary's,LEONARDTOWN HIGH,400,218,55%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,St. Mary's,LEONARDTOWN HIGH,478,246,52%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,St. Mary's,ST. MARY'S COUNTY EVENING HIGH SCHOOL,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,St. Mary's,WHITE OAK SECONDARY CENTER,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $7,429 ",,,,,,,,
2007-08,Talbot,EASTON HIGH,276,141,51%,88,62%,53,38%," $7,627 "," $8,189 "," $10,341 "," $6,232 "," $7,419 ",,,,,,,,
2008-09,Talbot,EASTON HIGH,284,133,47%,80,60%,53,40%," $7,593 "," $8,572 "," $10,792 "," $6,289 "," $7,482 ",,,,,,,,
2009-10,Talbot,EASTON HIGH,299,134,45%,80,60%,54,40%," $7,617 "," $7,665 "," $7,765 "," $6,900 "," $7,660 ",,,,,,,,
2010-11,Talbot,EASTON HIGH,272,139,51%,95,68%,44,32%," $8,044 "," $8,550 "," $10,601 "," $7,186 "," $7,841 ",,,,,,,,
2011-12,Talbot,EASTON HIGH,276,120,44%,72,60%,48,40%," $7,483 "," $8,336 "," $10,624 "," $5,384 "," $7,987 ",,,,,,,,
2012-13,Talbot,EASTON HIGH,276,139,50%,90,65%,49,35%," $8,191 "," $8,935 "," $12,198 "," $7,295 "," $8,110 ",,,,,,,,
2013-14,Talbot,EASTON HIGH,264,135,51%,90,67%,45,33%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Talbot,EASTON HIGH,233,104,45%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Talbot,EASTON HIGH,237,120,51%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Talbot,EASTON HIGH,262,125,48%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Talbot,EASTON HIGH,269,115,43%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Talbot,EASTON HIGH,281,120,43%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Talbot,EASTON HIGH,316,133,42%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,68,33,49%,19,58%,14,42%," $7,517 "," $8,273 ", * , * ," $7,419 ",,,,,,,,
2008-09,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,60,30,50%,18,60%,12,40%," $6,780 "," $7,610 "," $9,271 ", * ," $7,482 ",,,,,,,,
2009-10,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,67,37,55%,22,60%,15,41%," $6,692 "," $6,867 ", * , * ," $7,660 ",,,,,,,,
2010-11,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,71,38,54%,25,66%,13,34%," $8,834 "," $11,540 "," $11,911 ", * ," $7,841 ",,,,,,,,
2011-12,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,66,36,55%,12,33%,24,67%," $9,669 "," $9,803 ", * ," $8,156 "," $7,987 ",,,,,,,,
2012-13,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,59,29,49%,16,55%,13,45%," $7,796 ", * , * , * ," $8,110 ",,,,,,,,
2013-14,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,61,33,54%,^^,^^,*,*, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,56,30,54%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,67,25,37%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,63,37,59%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,68,29,43%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,53,28,53%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Talbot,ST. MICHAELS MIDDLE/HIGH SCHOOL,60,32,53%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2009-10,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,635 ",,,,,,,,
2010-11,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,28,17,61%,^^,^^,*,*," $6,601 ", * , * , * ," $6,792 ",,,,,,,,
2011-12,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,25,17,68%,^^,^^,*,*, * , * , * , * ," $6,919 ",,,,,,,,
2012-13,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,65,38,59%,^^,^^,*,*," $11,306 ", * , * , * ," $7,025 ",,,,,,,,
2013-14,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,45,32,71%,^^,^^,*,*, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,57,39,68%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,63,46,73%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,71,44,62%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,67,40,60%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,66,44,67%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,BARBARA INGRAM SCHOOL FOR THE ARTS,76,52,68%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Washington,BOONSBORO HIGH,217,84,39%,63,75%,21,25%," $7,919 "," $9,466 "," $9,463 ", * ," $6,426 ",,,,,,,,
2008-09,Washington,BOONSBORO HIGH,242,96,40%,64,67%,32,33%," $7,762 "," $9,346 "," $11,023 "," $7,678 "," $6,481 ",,,,,,,,
2009-10,Washington,BOONSBORO HIGH,188,77,41%,48,62%,29,38%," $8,804 "," $9,151 "," $9,809 "," $9,010 "," $6,635 ",,,,,,,,
2010-11,Washington,BOONSBORO HIGH,233,84,36%,70,83%,14,17%," $9,136 "," $11,744 "," $13,316 ", * ," $6,792 ",,,,,,,,
2011-12,Washington,BOONSBORO HIGH,195,87,45%,63,72%,24,28%," $10,135 "," $10,571 "," $12,300 "," $7,954 "," $6,919 ",,,,,,,,
2012-13,Washington,BOONSBORO HIGH,216,97,45%,78,80%,19,20%," $8,968 "," $10,424 "," $10,844 ", * ," $7,025 ",,,,,,,,
2013-14,Washington,BOONSBORO HIGH,195,84,43%,68,81%,16,19%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,BOONSBORO HIGH,191,82,43%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,BOONSBORO HIGH,193,88,46%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,BOONSBORO HIGH,195,94,48%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,BOONSBORO HIGH,186,84,45%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,BOONSBORO HIGH,207,107,52%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,BOONSBORO HIGH,189,104,55%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Washington,CLEAR SPRING HIGH,118,44,37%,32,73%,12,27%," $7,564 "," $7,341 "," $8,298 ", * ," $6,426 ",,,,,,,,
2008-09,Washington,CLEAR SPRING HIGH,127,56,44%,37,66%,19,34%," $8,622 "," $8,831 "," $8,854 ", * ," $6,481 ",,,,,,,,
2009-10,Washington,CLEAR SPRING HIGH,108,43,40%,24,56%,19,44%," $7,371 "," $8,275 "," $8,804 "," $7,228 "," $6,635 ",,,,,,,,
2010-11,Washington,CLEAR SPRING HIGH,108,37,34%,25,68%,12,32%," $8,324 "," $9,364 "," $9,866 ", * ," $6,792 ",,,,,,,,
2011-12,Washington,CLEAR SPRING HIGH,117,42,36%,31,74%,11,26%," $9,080 "," $9,996 "," $11,736 ", * ," $6,919 ",,,,,,,,
2012-13,Washington,CLEAR SPRING HIGH,100,32,32%,^^,^^,*,*," $9,564 "," $13,466 "," $14,241 ", * ," $7,025 ",,,,,,,,
2013-14,Washington,CLEAR SPRING HIGH,106,35,33%,^^,^^,*,*, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,CLEAR SPRING HIGH,101,32,32%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,CLEAR SPRING HIGH,118,44,37%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,CLEAR SPRING HIGH,112,39,35%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,CLEAR SPRING HIGH,117,39,33%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,CLEAR SPRING HIGH,76,32,42%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,CLEAR SPRING HIGH,85,35,41%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Washington,EVENING HIGH SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,426 ",,,,,,,,
2008-09,Washington,EVENING HIGH SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,481 ",,,,,,,,
2009-10,Washington,EVENING HIGH SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,635 ",,,,,,,,
2010-11,Washington,EVENING HIGH SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,792 ",,,,,,,,
2011-12,Washington,EVENING HIGH SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,919 ",,,,,,,,
2012-13,Washington,EVENING HIGH SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $7,025 ",,,,,,,,
2007-08,Washington,HANCOCK MIDDLE SENIOR HIGH,47,23,49%,^^,^^,*,*," $8,825 "," $8,283 ", * , * ," $6,426 ",,,,,,,,
2008-09,Washington,HANCOCK MIDDLE SENIOR HIGH,38,13,34%,*,*,*,*," $8,797 ", * , * , * ," $6,481 ",,,,,,,,
2009-10,Washington,HANCOCK MIDDLE SENIOR HIGH,44,16,36%,*,*,*,*," $6,649 ", * , * , * ," $6,635 ",,,,,,,,
2010-11,Washington,HANCOCK MIDDLE SENIOR HIGH,37,13,35%,*,*,*,*," $7,826 ", * , * , * ," $6,792 ",,,,,,,,
2011-12,Washington,HANCOCK MIDDLE SENIOR HIGH,35,14,40%,*,*,*,*," $9,182 ", * , * , * ," $6,919 ",,,,,,,,
2012-13,Washington,HANCOCK MIDDLE SENIOR HIGH,39,13,33%,*,*,*,*," $9,995 ", * , * , * ," $7,025 ",,,,,,,,
2013-14,Washington,HANCOCK MIDDLE SENIOR HIGH,25,*,*,*,*,*,*, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,HANCOCK MIDDLE SENIOR HIGH,29,*,*,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,HANCOCK MIDDLE SENIOR HIGH,27,*,*,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,HANCOCK MIDDLE SENIOR HIGH,26,*,*,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,HANCOCK MIDDLE SENIOR HIGH,28,*,*,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,HANCOCK MIDDLE SENIOR HIGH,34,12,35%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,HANCOCK MIDDLE SENIOR HIGH,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,426 ",,,,,,,,
2008-09,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,481 ",,,,,,,,
2009-10,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,635 ",,,,,,,,
2011-12,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $6,919 ",,,,,,,,
2012-13,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^^ , ^^ , ^^ , ^^ ," $7,025 ",,,,,,,,
2013-14,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^^,^^,^^,^^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,MARSHALL STREET SCHOOL,^^,^^,^^,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Washington,NORTH HAGERSTOWN HIGH,260,109,42%,74,68%,35,32%," $7,568 "," $7,732 "," $8,732 "," $5,554 "," $6,426 ",,,,,,,,
2008-09,Washington,NORTH HAGERSTOWN HIGH,322,125,39%,76,61%,49,39%," $6,506 "," $6,938 "," $7,921 "," $6,057 "," $6,481 ",,,,,,,,
2009-10,Washington,NORTH HAGERSTOWN HIGH,303,114,38%,77,68%,37,33%," $6,349 "," $8,407 "," $8,587 "," $7,543 "," $6,635 ",,,,,,,,
2010-11,Washington,NORTH HAGERSTOWN HIGH,265,103,39%,68,66%,35,34%," $8,182 "," $9,755 "," $11,030 ", * ," $6,792 ",,,,,,,,
2011-12,Washington,NORTH HAGERSTOWN HIGH,268,118,44%,79,67%,39,33%," $7,396 "," $10,376 "," $11,704 "," $7,746 "," $6,919 ",,,,,,,,
2012-13,Washington,NORTH HAGERSTOWN HIGH,280,105,38%,72,69%,33,31%," $7,541 "," $10,540 "," $13,828 ", * ," $7,025 ",,,,,,,,
2013-14,Washington,NORTH HAGERSTOWN HIGH,287,110,38%,73,66%,37,34%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,NORTH HAGERSTOWN HIGH,298,119,40%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,NORTH HAGERSTOWN HIGH,260,89,34%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,NORTH HAGERSTOWN HIGH,256,97,38%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,NORTH HAGERSTOWN HIGH,283,134,47%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,NORTH HAGERSTOWN HIGH,309,141,46%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,NORTH HAGERSTOWN HIGH,289,126,44%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Washington,SMITHSBURG SR. HIGH,187,96,51%,71,74%,25,26%," $7,146 "," $7,501 "," $7,319 "," $8,264 "," $6,426 ",,,,,,,,
2008-09,Washington,SMITHSBURG SR. HIGH,198,102,52%,73,72%,29,28%," $8,604 "," $9,389 "," $9,590 "," $9,109 "," $6,481 ",,,,,,,,
2009-10,Washington,SMITHSBURG SR. HIGH,162,84,52%,58,69%,26,31%," $9,139 "," $9,247 "," $10,877 ", * ," $6,635 ",,,,,,,,
2010-11,Washington,SMITHSBURG SR. HIGH,189,77,41%,51,66%,26,34%," $7,488 "," $9,451 "," $10,545 ", * ," $6,792 ",,,,,,,,
2011-12,Washington,SMITHSBURG SR. HIGH,181,84,46%,52,62%,32,38%," $8,264 "," $10,289 "," $10,990 "," $7,888 "," $6,919 ",,,,,,,,
2012-13,Washington,SMITHSBURG SR. HIGH,176,75,43%,55,73%,20,27%," $8,914 "," $10,874 "," $12,770 ", * ," $7,025 ",,,,,,,,
2013-14,Washington,SMITHSBURG SR. HIGH,169,71,42%,53,75%,18,25%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,SMITHSBURG SR. HIGH,194,86,44%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,SMITHSBURG SR. HIGH,164,74,45%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,SMITHSBURG SR. HIGH,176,89,51%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,SMITHSBURG SR. HIGH,179,77,43%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,SMITHSBURG SR. HIGH,171,77,45%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,SMITHSBURG SR. HIGH,157,69,44%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2007-08,Washington,SOUTH HAGERSTOWN SR HIGH,235,61,26%,35,57%,26,43%," $7,488 "," $8,067 "," $10,540 "," $5,371 "," $6,426 ",,,,,,,,
2008-09,Washington,SOUTH HAGERSTOWN SR HIGH,247,68,28%,39,57%,29,43%," $6,485 "," $8,206 "," $10,611 "," $5,974 "," $6,481 ",,,,,,,,
2009-10,Washington,SOUTH HAGERSTOWN SR HIGH,279,84,30%,43,51%,41,49%," $6,664 "," $8,011 "," $9,305 "," $6,757 "," $6,635 ",,,,,,,,
2010-11,Washington,SOUTH HAGERSTOWN SR HIGH,285,77,27%,37,48%,40,52%," $7,325 "," $8,579 "," $9,752 "," $8,000 "," $6,792 ",,,,,,,,
2011-12,Washington,SOUTH HAGERSTOWN SR HIGH,258,72,28%,30,42%,42,58%," $6,842 "," $7,572 "," $6,832 "," $8,035 "," $6,919 ",,,,,,,,
2012-13,Washington,SOUTH HAGERSTOWN SR HIGH,267,82,31%,42,51%,40,49%," $7,368 "," $7,011 "," $9,543 "," $6,372 "," $7,025 ",,,,,,,,
2013-14,Washington,SOUTH HAGERSTOWN SR HIGH,283,81,29%,43,53%,38,47%, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2014-15,Washington,SOUTH HAGERSTOWN SR HIGH,274,72,26%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2015-16,Washington,SOUTH HAGERSTOWN SR HIGH,268,62,23%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2016-17,Washington,SOUTH HAGERSTOWN SR HIGH,291,79,27%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2017-18,Washington,SOUTH HAGERSTOWN SR HIGH,299,90,30%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2018-19,Washington,SOUTH HAGERSTOWN SR HIGH,236,86,36%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
2019-20,Washington,SOUTH HAGERSTOWN SR HIGH,252,92,37%,^,^,^,^, ^ , ^ , ^ , ^ , ^ ,,,,,,,,
