call_number,date,location,district,neighborhood,zip_code
P221793678,2022-06-28,E OLIVER ST and N LAKEWOOD AV BALTIMORE MD,ED,Berea,21213
P221850875,2022-07-04,1600 W NORTH AV BALTIMORE MD,WD,Penn North,21217
P221861717,2022-07-05,400 N PORT ST BALTIMORE MD,SE,McElderry Park,21224
P221903466,2022-07-09,E LEXINGTON ST and N CALVERT ST BALTIMORE MD,SD,Downtown,21202
P221910203,2022-07-10,3000 ORLEANS ST BALTIMORE MD,SE,Ellwood Park/Monument,21224
P221911517,2022-07-10,2500 WASHINGTON BL BALTIMORE MD,SW,Morrell Park,21230
P221912404,2022-07-10,6700 HOLABIRD AV BALTIMORE MD,SE,Graceland Park,21222
P221912922,2022-07-10,2700 REISTERSTOWN RD BALTIMORE MD,NW,Liberty Square,21215
P221913276,2022-07-10,5500 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P221922496,2022-07-11,300 N EUTAW ST BALTIMORE MD,CD,Downtown,21201
P221930495,2022-07-12,W MULBERRY ST and N CALHOUN ST BALTIMORE MD,WD,Franklin Square,21223
P221933528,2022-07-12,SOUTHWEST DISTRICT BALTIMORE MD,SW,Gwynns Falls,21223
P221941554,2022-07-13,2500 GREENMOUNT AV BALTIMORE MD,ED,Barclay,21218
P221942127,2022-07-13,300 BLK N EUTAW ST BALTIMORE MD,CD,Downtown,21201
P222001383,2022-07-19,3700 W BELVEDERE AV BALTIMORE MD,NW,Langston Hughes,21215
P222012619,2022-07-20,2500 W BELVEDERE AV BALTIMORE MD,ND,Levindale,21215
P222023289,2022-07-21,1800 BLK WILKENS AV BALTIMORE MD,SD,Carrollton Ridge,21223
P222023543,2022-07-21,1800 WASHINGTON BL BALTIMORE MD,SD,Carroll - Camden Industrial Area,21230
P222031489,2022-07-22,2400 E HOFFMAN ST BALTIMORE MD,ED,Broadway East,21213
P222031998,2022-07-22,3700 W BELVEDERE AV BALTIMORE MD,NW,Arlington,21215
P222040538,2022-07-23,1700 W NORTH AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P222061233,2022-07-25,1600 W NORTH AV BALTIMORE MD,WD,Penn North,21217
P222063843,2022-07-25,700 WILDWOOD PY BALTIMORE MD,SW,Edmondson Village,21229
P222070288,2022-07-26,1800 AISQUITH ST BALTIMORE MD,ED,Oliver,21202
P222070701,2022-07-26,2300 E MONUMENT ST BALTIMORE MD,ED,McElderry Park,21205
P222071901,2022-07-26,200 BLK DOLPHIN ST BALTIMORE MD,CD,Mid-Town Belvedere,21201
P222080538,2022-07-27,900 BLK N ARLINGTON AV BALTIMORE MD,WD,Harlem Park,21217
P222080806,2022-07-27,E FAYETTE ST and N HIGHLAND AV BALTIMORE MD,SE,Patterson Park Neighborhood,21224
P222081719,2022-07-27,2600 E MONUMENT ST BALTIMORE MD,ED,McElderry Park,21205
P222081757,2022-07-27,DOLPHIN ST and N EUTAW ST BALTIMORE MD,CD,Madison Park,21201
P222082847,2022-07-27,1400 N CENTRAL AV BALTIMORE MD,ED,Oliver,21202
P222082896,2022-07-27,2400 MARYLAND AV BALTIMORE MD,ND,Old Goucher,21218
P222084018,2022-07-27,5500 PARK HEIGHTS AV BALTIMORE MD,NW,Pimlico Good Neighbors,21215
P222084183,2022-07-27,6600 HARTWAIT ST BALTIMORE MD,SE,Broening Manor,21224
P222091768,2022-07-28,2000 BLK MARYLAND AV BALTIMORE MD,ND,Charles North,21218
P222093818,2022-07-28,2300 BLK PENNSYLVANIA AV BALTIMORE MD,WD,Druid Heights,21217
P222094563,2022-07-28,BLOOMINGDALE RD and BELMONT AV BALTIMORE MD,SW,Winchester,21216
P222111055,2022-07-30,6700 HOLABIRD AV BALTIMORE MD,SE,Graceland Park,21222
P222111827,2022-07-30,CUTHBERT AV and HAYWARD AV BALTIMORE MD,NW,Arlington,21215
P222112334,2022-07-30,2200 E FAYETTE ST BALTIMORE MD,SE,Butcher's Hill,21231
P222120396,2022-07-31,5500 PARK HEIGHTS AV BALTIMORE MD,NW,Arlington,21215
P222121103,2022-07-31,2900 EDMONDSON AV BALTIMORE MD,SW,Franklintown Road,21223
P222132899,2022-08-01,300 N EUTAW ST BALTIMORE MD,CD,Downtown,21201
P222142311,2022-08-02,1700 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P222302842,2022-08-18,2400 BLK ETTING ST BALTIMORE MD,WD,Penn North,21217
P222311817,2022-08-19,3700 W BELVEDERE AV BALTIMORE MD,NW,Arlington,21215
P222370248,2022-08-25,2100 HARFORD RD BALTIMORE MD,ED,Darley Park,21213
P222383490,2022-08-26,1700 E BALTIMORE ST BALTIMORE MD,SE,Washington Hill,21231
P222384972,2022-08-26,2400 BLK LIBERTY HEIGHTS AV BALTIMORE MD,WD,Liberty Square,21215
P222393513,2022-08-27,4600 BENTON HEIGHTS AV BALTIMORE MD,NE,Waltherson,21206
P222394410,2022-08-27,1700 E FEDERAL ST BALTIMORE MD,ED,Broadway East,21213
P222394540,2022-08-27,1100 W NORTH AV BALTIMORE MD,CD,Druid Heights,21217
P222402434,2022-08-28,4200 NICHOLAS AV BALTIMORE MD,NE,Belair-Edison,21206
P222403260,2022-08-28,3700 BLK W BELVEDERE AV BALTIMORE MD,NW,Arlington,21215
P222424006,2022-08-30,3600 POTEE ST BALTIMORE MD,SD,Brooklyn,21225
P222424268,2022-08-30,3900 LIBERTY HEIGHTS AV BALTIMORE MD,NW,Dorchester,21215
P222430019,2022-08-31,0 BLK CUSTOM HOUSE AV BALTIMORE MD,CD,Downtown,21202
P222434046,2022-08-31,NORTHWESTERN DISTRICT BALTIMORE MD,NW,Woodmere,21215
P222434709,2022-08-31,500 BLK N PORT ST BALTIMORE MD,SE,McElderry Park,21205
P222444450,2022-09-01,1800 SEXTON ST BALTIMORE MD,SW,Morrell Park,21230
P222444647,2022-09-01,5400 JONQUIL AV BALTIMORE MD,NW,Arlington,21215
P222451051,2022-09-02,3500 PULASKI HY BALTIMORE MD,SE,Ellwood Park/Monument,21224
P222453095,2022-09-02,3900 LIBERTY HEIGHTS AV BALTIMORE MD,NW,Central Forest Park,21207
P222470518,2022-09-04,N GILMOR ST and LAURENS ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P222470778,2022-09-04,900 DUNDALK AV BALTIMORE MD,SE,Graceland Park,21224
P222502407,2022-09-07,1900 N BROADWAY BALTIMORE MD,ED,East Baltimore Midway,21213
P222510356,2022-09-08,3100 W NORTH AV BALTIMORE MD,SW,Walbrook,21216
P222511899,2022-09-08,600 S PRESIDENT ST BALTIMORE MD,SE,Inner Harbor,21202
P222524885,2022-09-09,3200 ST PAUL ST BALTIMORE MD,ND,Charles Village,21218
P222533561,2022-09-10,4000 W BELVEDERE AV BALTIMORE MD,NW,Langston Hughes,21215
P222534121,2022-09-10,3100 W NORTH AV BALTIMORE MD,SW,Northwest Community Action,21216
P222534124,2022-09-10,3100 W NORTH AV BALTIMORE MD,SW,Northwest Community Action,21216
P222534181,2022-09-10,500 BLK CHESTNUT HILL AV BALTIMORE MD,ND,Waverly,21218
P222540790,2022-09-11,5200 BLK FAIRLAWN AV BALTIMORE MD,NW,Woodmere,21215
P222541339,2022-09-11,3200 FREDERICK AV BALTIMORE MD,SW,Gwynns Falls,21229
P222542011,2022-09-11,NELSON AV and W BELVEDERE AV BALTIMORE MD,NW,Arlington,21215
P222551999,2022-09-12,2300 LIBERTY HEIGHTS AV BALTIMORE MD,WD,Mondawmin,21215
P222621649,2022-09-19,4200 STANWOOD AV BALTIMORE MD,NE,Frankford,21206
P222630110,2022-09-20,400 LIGHT ST BALTIMORE MD,SD,Otterbein,21202
P222630445,2022-09-20,5800 EDGEPARK RD BALTIMORE MD,NE,Loch Raven,21239
P222641352,2022-09-21,FREDERICK ELEMENTARY (CURRENT LOCATION) BALTIMORE MD,SW,Millhill,21223
P222642990,2022-09-21,1700 W NORTH AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P222661882,2022-09-23,2400 BELAIR RD BALTIMORE MD,NE,Belair-Edison,21213
P222671515,2022-09-24,2300 BLK ASHTON ST BALTIMORE MD,SW,Carrollton Ridge,21223
P222673341,2022-09-24,WESTSIDE SHOPPING CENTER BALTIMORE MD,SW,Millhill,21223
P222674075,2022-09-24,3500 E NORTHERN PY BALTIMORE MD,NE,North Harford Road,21206
P222674528,2022-09-24,5200 BLK PARK HEIGHTS AV BALTIMORE MD,NW,Pimlico Good Neighbors,21215
P222681124,2022-09-25,5500 PARK HEIGHTS AV BALTIMORE MD,NW,Pimlico Good Neighbors,21215
P222684317,2022-09-25,PINKNEY RD and PARK HEIGHTS AV BALTIMORE MD,NW,Glen,21215
P222684385,2022-09-25,2500 BROOKFIELD AV BALTIMORE MD,CD,Reservoir Hill,21217
P222690045,2022-09-26,1500 W NORTH AV BALTIMORE MD,WD,Penn North,21217
P222692839,2022-09-26,1600 BLK RETREAT ST BALTIMORE MD,WD,Penn North,21217
P222702666,2022-09-27,5400 YORK RD BALTIMORE MD,ND,Homeland,21212
P222703340,2022-09-27,1800 N MILTON AV BALTIMORE MD,SE,Berea,21213
P222712474,2022-09-28,2600 GREENMOUNT AV BALTIMORE MD,ND,Better Waverly,21218
P222713725,2022-09-28,1300 N MILTON AV BALTIMORE MD,ED,Broadway East,21213
P222714640,2022-09-28,E NORTH AV and BELAIR RD BALTIMORE MD,ED,South Clifton Park,21213
P222723312,2022-09-29,2100 N CHARLES ST BALTIMORE MD,ND,Charles North,21218
P222732753,2022-09-30,1800 RAMSAY ST BALTIMORE MD,SD,Carrollton Ridge,21223
P222741569,2022-10-01,2400 GREENMOUNT AV BALTIMORE MD,ED,Barclay,21218
P222753056,2022-10-02,600 E 33RD ST BALTIMORE MD,ND,Better Waverly,21218
P222753065,2022-10-02,3400 ANNAPOLIS RD BALTIMORE MD,SD,Cherry Hill,21227
P222812608,2022-10-08,LIGHT RAIL - CHERRY HILL BALTIMORE MD,SD,Cherry Hill,21230
P222834055,2022-10-10,WOODBROOK AV and WHITELOCK ST BALTIMORE MD,WD,Penn North,21217
P222843201,2022-10-11,1600 EUTAW PL BALTIMORE MD,CD,Madison Park,21217
P222904446,2022-10-17,600 CUMBERLAND ST BALTIMORE MD,WD,Penn North,21217
P222905235,2022-10-17,100 BLK N HIGHLAND AV BALTIMORE MD,SE,Patterson Park Neighborhood,21224
P222922933,2022-10-19,REISTERSTOWN RD and PARK HEIGHTS AV BALTIMORE MD,NW,Park Circle,21215
P222932403,2022-10-20,2700 PENNSYLVANIA AV BALTIMORE MD,WD,Penn North,21217
P222933148,2022-10-20,3800 W BELVEDERE AV BALTIMORE MD,NW,Arlington,21215
P222942968,2022-10-21,MOSHER ST and N MOUNT ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P222950031,2022-10-22,2400 FREDERICK AV BALTIMORE MD,SW,Millhill,21223
P222950719,2022-10-22,2500 BLK W PATAPSCO AV BALTIMORE MD,SD,Lakeland,21230
P223013345,2022-10-28,900 BLK S MONROE ST BALTIMORE MD,SD,Carroll Park,21230
P223052683,2022-11-01,6300 HARFORD RD BALTIMORE MD,NE,Westfield,21214
P223053396,2022-11-01,2200 W BALTIMORE ST BALTIMORE MD,SW,Boyd-Booth,21223
P223074219,2022-11-03,CHERRY HILL SHOPPING CENTER BALTIMORE MD,SD,Cherry Hill,21225
P223111265,2022-11-07,HARFORD AV and E NORTH AV BALTIMORE MD,ED,East Baltimore Midway,21213
P223132174,2022-11-09,2300 PENNSYLVANIA AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P223202584,2022-11-16,300 N EUTAW ST BALTIMORE MD,CD,Downtown,21201
P223213140,2022-11-17,0 W 20TH ST BALTIMORE MD,ND,Charles North,21218
P223240617,2022-11-20,0 BLK W WEST ST BALTIMORE MD,SD,Federal Hill,21230
P223254762,2022-11-21,600 E 33RD ST BALTIMORE MD,ND,Waverly,21218
P223292640,2022-11-25,200 BLK MCCURLEY ST BALTIMORE MD,SW,Saint Josephs,21229
P223335285,2022-11-29,2500 W BALTIMORE ST BALTIMORE MD,SW,Shipley Hill,21223
P223340996,2022-11-30,2500 MCHENRY ST BALTIMORE MD,SW,Shipley Hill,21223
P223361989,2022-12-02,4100 PATTERSON AV BALTIMORE MD,NW,Reisterstown Station,21215
P223372028,2022-12-03,3000 W NORTH AV BALTIMORE MD,SW,Walbrook,21216
P223372553,2022-12-03,3800 FAIRVIEW AV BALTIMORE MD,NW,Concerned Citizens Of Forest Park,21216
P223383437,2022-12-04,S MACON ST and EASTERN AV BALTIMORE MD,SE,Greektown,21224
P223391277,2022-12-05,I 100 N EXIT 57 BALTIMORE MD,SE,Canton Industrial Area,21224
P223392595,2022-12-05,1700 N MONROE ST BALTIMORE MD,WD,Easterwood,21217
P223410012,2022-12-07,2400 BLK FREDERICK AV BALTIMORE MD,SW,Millhill,21223
P223412592,2022-12-07,2400 FREDERICK AV BALTIMORE MD,SW,Millhill,21223
P223414208,2022-12-07,LAURENS ST and N GILMOR ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P223414218,2022-12-07,N WASHINGTON ST and E PRESTON ST BALTIMORE MD,ED,Broadway East,21213
P223441282,2022-12-10,100 BLK E PATAPSCO AV BALTIMORE MD,SD,Brooklyn,21225
P223482346,2022-12-14,2400 BLK BRENTWOOD AV BALTIMORE MD,ED,Barclay,21218
P223534066,2022-12-19,600 N LINWOOD AV BALTIMORE MD,SE,McElderry Park,21205
P223542717,2022-12-20,1800 GREENMOUNT AV BALTIMORE MD,ED,Greenmount West,21202
P223562289,2022-12-22,200 BETHEL CT BALTIMORE MD,SE,Dunbar-Broadway,21231
P223612372,2022-12-27,2900 REISTERSTOWN RD BALTIMORE MD,NW,Liberty Square,21215
P223641880,2022-12-30,5200 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P223643034,2022-12-30,1900 PERLMAN PL BALTIMORE MD,ED,South Clifton Park,21213
P220212147,2022-01-21,400 COLLEEN RD BALTIMORE MD,SW,Beechfield,21229
P222232497,2022-08-11,1100 W NORTH AV BALTIMORE MD,CD,Druid Heights,21217
P222233788,2022-08-11,1800 WASHINGTON BL BALTIMORE MD,SD,Carroll - Camden Industrial Area,21230
P223352867,2022-12-01,W 0TH ST and ELM AV BALTIMORE MD,ND,Hampden,21211
P222241458,2022-08-12,4000 OAKFORD AV BALTIMORE MD,NW,West Arlington,21215
P222242154,2022-08-12,900 POPLAR GROVE ST BALTIMORE MD,SW,Franklintown Road,21216
P222261010,2022-08-14,REISTERSTOWN RD and DRUID PARK DR BALTIMORE MD,NW,Park Circle,21215
P222262178,2022-08-14,300 BLK FONTHILL AV BALTIMORE MD,SW,Carroll-South Hilton,21223
P222262361,2022-08-14,2200 W FAYETTE ST BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P222273197,2022-08-15,400 E 27TH ST BALTIMORE MD,ND,Harwood,21218
P222291272,2022-08-17,1600 E EAGER ST BALTIMORE MD,ED,Gay Street,21205
P222292515,2022-08-17,PARK HEIGHTS AV and W BELVEDERE AV BALTIMORE MD,NW,Pimlico Good Neighbors,21215
P222304598,2022-08-18,S CAREY ST and RAMSAY ST BALTIMORE MD,SD,Washington Village/Pigtown,21223
P222310481,2022-08-19,800 N WOLFE ST BALTIMORE MD,ED,Middle East,21205
P222311913,2022-08-19,4000 W BELVEDERE AV BALTIMORE MD,NW,Woodmere,21215
P222321509,2022-08-20,W LAFAYETTE AV and POPLAR GROVE ST BALTIMORE MD,WD,Franklintown Road,21216
P222321728,2022-08-20,3400 BLK AUCHENTOROLY TE BALTIMORE MD,NW,Parkview/Woodbrook,21217
P222323169,2022-08-20,N LUZERNE AV and E FEDERAL ST BALTIMORE MD,ED,Berea,21213
P222332924,2022-08-21,1600 E 25TH ST BALTIMORE MD,ED,Darley Park,21213
P222343189,2022-08-22,4900 BLK PARK HEIGHTS AV BALTIMORE MD,NW,Central Park Heights,21215
P222362214,2022-08-24,300 S FULTON AV BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P222362743,2022-08-24,1600 BLK WILKENS AV BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P222554490,2022-09-12,1700 W NORTH AV BALTIMORE MD,WD,Penn North,21217
P222554588,2022-09-12,2400 WILGREY CT BALTIMORE MD,SD,Westport,21230
P222565371,2022-09-13,2500 GREENMOUNT AV BALTIMORE MD,ND,Harwood,21218
P222572882,2022-09-14,2000 N HOWARD ST BALTIMORE MD,ND,Charles North,21218
P222582216,2022-09-15,2800 HARLEM AV BALTIMORE MD,WD,Mosher,21216
P222592460,2022-09-16,N PATTERSON PARK AV and E BIDDLE ST BALTIMORE MD,ED,Broadway East,21213
P222600148,2022-09-17,3700 ELM AV BALTIMORE MD,ND,Hampden,21211
P222600766,2022-09-17,0 BLK W PATAPSCO AV BALTIMORE MD,SD,Brooklyn,21225
P222612434,2022-09-18,1300 PRESSTMAN ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P222613173,2022-09-18,WASHINGTON BL and W PATAPSCO AV BALTIMORE MD,SW,Morrell Park,21230
P222633823,2022-09-20,300 BLK S MONROE ST BALTIMORE MD,SD,Carrollton Ridge,21223
P222702067,2022-09-27,S WOLFE ST and ALICEANNA ST BALTIMORE MD,SE,Fells Point,21231
P222774621,2022-10-04,3000 GREENMOUNT AV BALTIMORE MD,ND,Abell,21218
P222774767,2022-10-04,800 ARGONNE DR BALTIMORE MD,ND,Pen Lucy,21218
P222794830,2022-10-06,3400 EDMONDSON AV BALTIMORE MD,SW,Edgewood,21229
P222802975,2022-10-07,SHOPPERS BALTIMORE MD,ND,Glen Oaks,21239
P222804502,2022-10-07,1900 N WASHINGTON ST BALTIMORE MD,ED,South Clifton Park,21213
P222811066,2022-10-08,4100 BLK HAYWARD AV BALTIMORE MD,NW,Woodmere,21215
P222811076,2022-10-08,WHITELOCK ST and WOODBROOK AV BALTIMORE MD,WD,Penn North,21217
P222811132,2022-10-08,1900 N FULTON AV BALTIMORE MD,WD,Penn North,21217
P222863146,2022-10-13,900 N CAROLINE ST BALTIMORE MD,ED,Gay Street,21205
P222865160,2022-10-13,PENNSYLVANIA AV and W NORTH AV BALTIMORE MD,WD,Penn North,21217
P222870126,2022-10-14,EASTERN DISTRICT BALTIMORE MD,ED,Berea,21213
P222872986,2022-10-14,300 W PRATT ST BALTIMORE MD,CD,Downtown West,21201
P222873577,2022-10-14,6600 EBERLE DR BALTIMORE MD,NW,Reisterstown Station,21215
P222873948,2022-10-14,KANE ST and EASTERN AV BALTIMORE MD,SE,Bayview,21224
P222890841,2022-10-16,900 W PRATT ST BALTIMORE MD,SD,Hollins Market,21201
P223071657,2022-11-03,1400 E FAYETTE ST BALTIMORE MD,SE,Dunbar-Broadway,21231
P223072926,2022-11-03,5200 YORK RD BALTIMORE MD,ND,Woodbourne-McCabe,21212
P223072933,2022-11-03,PENNSYLVANIA AV and LAURENS ST BALTIMORE MD,CD,Upton,21217
P223080776,2022-11-04,1400 E NORTH AV BALTIMORE MD,ED,East Baltimore Midway,21213
P223081734,2022-11-04,2400 BLK E FEDERAL ST BALTIMORE MD,ED,Broadway East,21213
P223082713,2022-11-04,200 N EUTAW ST BALTIMORE MD,CD,Downtown,21201
P223100166,2022-11-06,1800 EDMONDSON AV BALTIMORE MD,WD,Harlem Park,21223
P223104200,2022-11-06,PENNSYLVANIA AV and N FULTON AV BALTIMORE MD,WD,Parkview/Woodbrook,21217
P223134273,2022-11-09,2100 WINDSOR GARDENS LN BALTIMORE MD,SW,Wakefield,21207
P223202550,2022-11-16,400 BLK W SARATOGA ST BALTIMORE MD,CD,Downtown,21201
P223243760,2022-11-20,0 E 21ST ST BALTIMORE MD,ND,Charles North,21218
P223244512,2022-11-20,1400 BLOOMFIELD AV BALTIMORE MD,SW,Violetville,21227
P220061416,2022-01-06,1700 BLK WESTWOOD AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P220070470,2022-01-07,400 N LINWOOD AV BALTIMORE MD,SE,Ellwood Park/Monument,21224
P220113016,2022-01-11,2100 HARFORD RD BALTIMORE MD,ED,Darley Park,21213
P220241429,2022-01-24,PENNSYLVANIA AV and CUMBERLAND ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P220261285,2022-01-26,FUTURE CARE IRVINGTON BALTIMORE MD,SW,Irvington,21229
P220273708,2022-01-27,700 N DUKELAND ST BALTIMORE MD,WD,Mosher,21216
P220274112,2022-01-27,100 W HENRIETTA ST BALTIMORE MD,SD,Sharp-Leadenhall,21230
P220300740,2022-01-30,100 MCPHAIL ST BALTIMORE MD,SW,Shipley Hill,21223
P220310413,2022-01-31,EDMONDSON AV and N PULASKI ST BALTIMORE MD,WD,Midtown-Edmondson,21223
P220310471,2022-01-31,500 BLK N PULASKI ST BALTIMORE MD,WD,Midtown-Edmondson,21223
P220311272,2022-01-31,600 LAURENS ST BALTIMORE MD,CD,Upton,21217
P220360847,2022-02-05,3600 JUNEWAY BALTIMORE MD,NE,Belair-Edison,21213
P220392346,2022-02-08,EDMONDSON AV and N MONROE ST BALTIMORE MD,WD,Midtown-Edmondson,21223
P220410944,2022-02-10,2300 ASHTON ST BALTIMORE MD,SW,Millhill,21223
P220411397,2022-02-10,600 BLK DOLPHIN ST BALTIMORE MD,CD,Upton,21201
P220411507,2022-02-10,900 N CALVERT ST BALTIMORE MD,WD,Mount Vernon,21202
P220432111,2022-02-12,WESTSIDE SHOPPING CENTER BALTIMORE MD,SW,Millhill,21223
P220523098,2022-02-21,1800 BLK HOPE ST BALTIMORE MD,ED,Oliver,21202
P220533822,2022-02-22,400 BLK N GLOVER ST BALTIMORE MD,SE,McElderry Park,21224
P220550639,2022-02-24,2600 WASHINGTON BL BALTIMORE MD,SW,Morrell Park,21230
P220553423,2022-02-24,0 W 20TH ST BALTIMORE MD,ND,Charles North,21218
P220553530,2022-02-24,N HIGHLAND AV and E FAYETTE ST BALTIMORE MD,SE,Patterson Park Neighborhood,21224
P220553856,2022-02-24,SHELDON AV and BELAIR RD BALTIMORE MD,NE,Belair-Parkside,21206
P220561107,2022-02-25,600 S DEAN ST BALTIMORE MD,SE,Brewers Hill,21224
P220581849,2022-02-27,600 N ELLWOOD AV BALTIMORE MD,SE,Ellwood Park/Monument,21205
P220583512,2022-02-27,1800 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P220594168,2022-02-28,2400 CARROLL ST BALTIMORE MD,SW,Morrell Park,21230
P220601460,2022-03-01,SOUTHWEST DISTRICT BALTIMORE MD,SW,Gwynns Falls,21223
P220602574,2022-03-01,600 BLK N ROSE ST BALTIMORE MD,SE,McElderry Park,21205
P220611466,2022-03-02,500 N LUZERNE AV BALTIMORE MD,SE,McElderry Park,21205
P220613603,2022-03-02,3600 POTEE ST BALTIMORE MD,SD,Brooklyn,21225
P220671204,2022-03-08,400 BLK N MONTFORD AV BALTIMORE MD,SE,Patterson Place,21224
P220672412,2022-03-08,1100 LAURENS ST BALTIMORE MD,CD,Sandtown-Winchester,21217
P220680154,2022-03-09,2500 GREENMOUNT AV BALTIMORE MD,ND,Harwood,21218
P220702519,2022-03-11,300 BLK FURROW ST BALTIMORE MD,SW,Carrollton Ridge,21223
P220704695,2022-03-11,1900 BLOOMINGDALE RD BALTIMORE MD,SW,Walbrook,21216
P220711990,2022-03-12,2800 WOODBROOK AV BALTIMORE MD,WD,Parkview/Woodbrook,21217
P220712126,2022-03-12,3500 REISTERSTOWN RD BALTIMORE MD,NW,Park Circle,21215
P220742501,2022-03-15,4900 BLK PARK HEIGHTS AV BALTIMORE MD,NW,Central Park Heights,21215
P220752080,2022-03-16,2600 BLK PENNSYLVANIA AV BALTIMORE MD,WD,Penn North,21217
P220770587,2022-03-18,MCHENRY ST and S SMALLWOOD ST BALTIMORE MD,SW,Carrollton Ridge,21223
P220771485,2022-03-18,1300 BONAPARTE AV BALTIMORE MD,ED,East Baltimore Midway,21218
P220773192,2022-03-18,5400 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P220773679,2022-03-18,6700 GERMAN HILL RD BALTIMORE MD,SE,Graceland Park,21224
P220780433,2022-03-19,1000 QUANTRIL WY BALTIMORE MD,NE,Armistead Gardens,21205
P220782267,2022-03-19,CUMBERLAND ST and N STOCKTON ST BALTIMORE MD,WD,Penn North,21217
P220803689,2022-03-21,MORAVIA RD and MANNASOTA AV BALTIMORE MD,NE,Frankford,21206
P220841033,2022-03-25,3000 BLK E MONUMENT ST BALTIMORE MD,ED,Madison-Eastend,21205
P220842327,2022-03-25,1300 BLK N MILTON AV BALTIMORE MD,ED,Berea,21213
P220843973,2022-03-25,100 BLK N CONKLING ST BALTIMORE MD,SE,Baltimore Highlands,21224
P220853693,2022-03-26,3900 GROVELAND AV BALTIMORE MD,NW,West Arlington,21215
P220871825,2022-03-28,1600 W MT ROYAL AV BALTIMORE MD,CD,Bolton Hill,21217
P220930540,2022-04-03,1600 BLK WESTWOOD AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P220931671,2022-04-03,3400 BELAIR RD BALTIMORE MD,NE,Belair-Edison,21213
P220954122,2022-04-05,N EUTAW ST and W SARATOGA ST BALTIMORE MD,CD,Downtown,21201
P221062093,2022-04-16,N STRICKER ST and W BALTIMORE ST BALTIMORE MD,WD,Franklin Square,21223
P221062186,2022-04-16,4200 HAYWARD AV BALTIMORE MD,NW,Woodmere,21215
P221082094,2022-04-18,1200 W LAFAYETTE AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P221111598,2022-04-21,2300 WILKENS AV BALTIMORE MD,SW,Carrollton Ridge,21223
P221112827,2022-04-21,1400 KEY HY BALTIMORE MD,SD,Riverside,21230
P221120686,2022-04-22,N GILMOR ST and LAURENS ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P221121261,2022-04-22,600 LAURENS ST BALTIMORE MD,CD,Upton,21217
P221122941,2022-04-22,3600 POTEE ST BALTIMORE MD,SD,Brooklyn,21225
P221142406,2022-04-24,NORTHEAST DISTRICT BALTIMORE MD,NE,Morgan State University,21251
P221143836,2022-04-24,400 E BELVEDERE AV BALTIMORE MD,ND,Rosebank,21212
P221153851,2022-04-25,2600 BLK E MONUMENT ST BALTIMORE MD,ED,McElderry Park,21205
P221154364,2022-04-25,5100 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P221170749,2022-04-27,1900 HARFORD RD BALTIMORE MD,ED,East Baltimore Midway,21213
P221191551,2022-04-29,2600 WOODBROOK AV BALTIMORE MD,WD,Penn North,21217
P221202655,2022-04-30,1800 W NORTH AV BALTIMORE MD,WD,Mondawmin,21217
P221203689,2022-04-30,900 WEBB CT BALTIMORE MD,ED,Oldtown,21202
P221212230,2022-05-01,2800 E FEDERAL ST BALTIMORE MD,ED,Berea,21213
P221212315,2022-05-01,1800 N FULTON AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P221221814,2022-05-02,800 WASHINGTON BL BALTIMORE MD,SD,Washington Village/Pigtown,21230
P221230562,2022-05-03,1700 N PAYSON ST BALTIMORE MD,WD,Easterwood,21217
P221230936,2022-05-03,POTEE ST and W PATAPSCO AV BALTIMORE MD,SD,Brooklyn,21225
P221232566,2022-05-03,5600 THE ALAMEDA BALTIMORE MD,ND,Glen Oaks,21239
P221234442,2022-05-03,2900 BLK W LAFAYETTE AV BALTIMORE MD,SW,Franklintown Road,21216
P221264216,2022-05-06,2200 N CHARLES ST BALTIMORE MD,ND,Old Goucher,21218
P221282265,2022-05-08,PENNSYLVANIA AV and W NORTH AV BALTIMORE MD,WD,Penn North,21217
P221291800,2022-05-09,2100 BELAIR RD BALTIMORE MD,NE,Four By Four,21213
P221292166,2022-05-09,1700 N DUKELAND ST BALTIMORE MD,SW,Northwest Community Action,21216
